"idCatalogoCuenta","desCatalogoCuenta"
908147,"(Activos) Netos de 185 a 366 días"
908148,"(Activos) Netos de 367 a 731 días"
908149,"(Activos) Netos de 732 a 1,096 días"
908150,"(Activos) Netos de 1,097 a 1,461 días"
908151,"(Activos) Netos de 1,462 a 1,827 días"
908152,"(Activos) Netos de 1,828 a 2,557 días"
908153,"(Activos) Netos de 2,558 a 3,653 días"
908154,"(Activos) Netos de 3,654 a 5,479 días"
908155,"(Activos) Netos de 5,480 a 7,305 días"
908156,"(Activos) Netos más de 7,306 días"
908157,"(Activos) Sujetos a compensación total"
908158,"(Activos) Sujetos a compensación total de 1 a 7 días"
908159,"(Activos) Sujetos a compensación total de 8 a 31 días"
908160,"(Activos) Sujetos a compensación total de 32 a 92 días"
908161,"(Activos) Sujetos a compensación total de 93 a 184 días"
908162,"(Activos) Sujetos a compensación total de 185 a 366 días"
908163,"(Activos) Sujetos a compensación total de 367 a 731 días"
908164,"(Activos) Sujetos a compensación total de 732 a 1,096 días"
908165,"(Activos) Sujetos a compensación total de 1,097 a 1,461 días"
908166,"(Activos) Sujetos a compensación total de 1,462 a 1,827 días"
908167,"(Activos) Sujetos a compensación total de 1,828 a 2,557 días"
908168,"(Activos) Sujetos a compensación total de 2,558 a 3,653 días"
908169,"(Activos) Sujetos a compensación total de 3,654 a 5,479 días"
908170,"(Activos) Sujetos a compensación total de 5,480 a 7,305 días"
908171,"(Activos) Sujetos a compensación total más de 7,306 días"
908172,"(Activos) Brutos"
908173,"(Activos) Brutos de 1 a 7 días"
908174,"(Activos) Brutos de 8 a 31 días"
908175,"(Activos) Brutos de 32 a 92 días"
908176,"(Activos) Brutos de 93 a 184 días"
908177,"(Activos) Brutos de 185 a 366 días"
908178,"(Activos) Brutos de 367 a 731 días"
908179,"(Activos) Brutos de 732 a 1,096 días"
908180,"(Activos) Brutos de 1,097 a 1,461 días"
908181,"(Activos) Brutos de 1,462 a 1,827 días"
908182,"(Activos) Brutos de 1,828 a 2,557 días"
908183,"(Activos) Brutos de 2,558 a 3,653 días"
908184,"(Activos) Brutos de 3,654 a 5,479 días"
908185,"(Activos) Brutos de 5,480 a 7,305 días"
908186,"(Activos) Brutos más de 7,306 días"
908187,"Coeficiente de R.M. % de 1 a 7 días"
908188,"Coeficiente de R.M. % de 8 a 31 días"
908189,"Coeficiente de R.M. % de 32 a 92 días"
908190,"Coeficiente de R.M. % de 93 a 184 días"
908191,"Coeficiente de R.M. % de 185 a 366 días"
908192,"Coeficiente de R.M. % de 367 a 731 días"
908193,"Coeficiente de R.M. % de 732 a 1,096 días"
908194,"Coeficiente de R.M. % de 1,097 a 1,461 días"
908195,"Coeficiente de R.M. % de 1,462 a 1,827 días"
908196,"Coeficiente de R.M. % de 1,828 a 2,557 días"
908197,"Coeficiente de R.M. % de 2,558 a 3,653 días"
908198,"Coeficiente de R.M. % de 3,654 a 5,479 días"
908199,"Coeficiente de R.M. % de 5,480 a 7,305 días"
908200,"Coeficiente de R.M. % más de 7,306 días"
908201,"Compensación entre bandas de la misma zona (monto compensado)"
908202,"Compensación entre bandas de la misma zona (monto compensado) zona 1"
908203,"Compensación entre bandas de la misma zona (monto compensado) zona 2"
908204,"Compensación entre bandas de la misma zona (monto compensado) zona 3"
908205,"Compensación entre bandas de la misma zona (requerimiento de capital) zona 1"
908206,"Compensación entre bandas de la misma zona (requerimiento de capital) zona 2"
908207,"Compensación entre bandas de la misma zona (requerimiento de capital) zona 3"
908208,"Porcentaje zona 1"
908209,"Porcentaje zona 2"
908210,"Porcentaje zona 3"
908211,"Compensación entre bandas de distintas zonas (Posición neta)"
908212,"Compensación entre bandas de distintas zonas (Posición neta) zona 1"
908213,"Compensación entre bandas de distintas zonas (Posición neta) zona 2"
908214,"Compensación entre bandas de distintas zonas (Posición neta) zona 3"
908215,"Porcentaje entre zonas contiguas"
908216,"Compensación entre zonas alejadas (Monto compensado)"
908217,"Porcentaje entre zonas alejadas"
908218,"Compensaciones al interior de las bandas (Requerimiento de capital)"
908219,"Requerimiento de Capital por Posición Ponderada Total"
908310,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo I)"
908311,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908312,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908313,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908314,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908315,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908316,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908317,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908318,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908319,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908320,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908321,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908322,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo IV)"
908323,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo IV)"
908324,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908325,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908326,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908327,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908328,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908329,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908330,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908331,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908332,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908333,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908334,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908335,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908336,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908337,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908338,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908339,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908340,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908341,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908342,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908343,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908344,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908345,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VIII)"
908346,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo II)"
908347,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo III)"
908348,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo IV)"
908349,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo V)"
908350,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VI)"
908351,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII)"
908352,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo VII-B)"
908353,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo IX)"
908354,"De los acreditados en operaciones de crédito (Requerimiento de capital Grupo IX)"
908355,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo I)"
908356,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908357,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908358,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908359,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908360,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908361,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908362,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908363,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908364,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908365,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908366,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908367,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo IV)"
908368,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo IV)"
908369,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908370,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908371,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908372,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908373,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908374,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908375,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908376,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908377,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908378,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908379,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908380,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908381,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908382,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908383,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908384,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908385,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908386,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908387,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908388,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908389,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908390,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VIII)"
908391,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo II)"
908392,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo III)"
908393,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo IV)"
908394,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo V)"
908395,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VI)"
908396,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII)"
908397,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo VII-B)"
908398,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo IX)"
908399,"De los acreditados en operaciones de crédito (Activos Ponderados Grupo IX)"
908400,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo I)"
908401,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908402,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908403,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908404,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908405,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908406,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908407,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
908408,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
908409,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
908410,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
908411,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
908412,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo IV)"
908413,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo IV)"
908414,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo V)"
908415,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo V)"
908416,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo V)"
908417,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo V)"
908418,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo V)"
908419,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908420,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908421,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908422,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908423,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908424,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VI)"
908425,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII)"
908426,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII)"
908427,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII)"
908428,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII)"
908429,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII)"
908430,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII-B)"
908431,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII-B)"
908432,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII-B)"
908433,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII-B)"
908434,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VII-B)"
908435,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo VIII)"
908436,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo II)"
908437,"De los acreditados en operaciones de crédito (Activos Convertidos Grupo III)"
